episode_id,t_in_episode,task_name,instruction,state_global_index,num_actions,action_dim,plot_path,percluster_plot_path,clusters_csv,left_img_path,wrist_img_path
ep000002,0,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,196,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000000_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000000_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000000_minkowski.csv,images/ep000002/state_000000_left.jpg,images/ep000002/state_000000_wrist.jpg
ep000002,1,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,197,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000001_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000001_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000001_minkowski.csv,images/ep000002/state_000001_left.jpg,images/ep000002/state_000001_wrist.jpg
ep000002,2,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,198,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000002_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000002_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000002_minkowski.csv,images/ep000002/state_000002_left.jpg,images/ep000002/state_000002_wrist.jpg
ep000002,3,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,199,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000003_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000003_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000003_minkowski.csv,images/ep000002/state_000003_left.jpg,images/ep000002/state_000003_wrist.jpg
ep000002,4,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,200,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000004_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000004_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000004_minkowski.csv,images/ep000002/state_000004_left.jpg,images/ep000002/state_000004_wrist.jpg
ep000002,5,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,201,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000005_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000005_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000005_minkowski.csv,images/ep000002/state_000005_left.jpg,images/ep000002/state_000005_wrist.jpg
ep000002,6,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,202,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000006_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000006_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000006_minkowski.csv,images/ep000002/state_000006_left.jpg,images/ep000002/state_000006_wrist.jpg
ep000002,7,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,203,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000007_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000007_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000007_minkowski.csv,images/ep000002/state_000007_left.jpg,images/ep000002/state_000007_wrist.jpg
ep000002,8,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,204,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000008_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000008_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000008_minkowski.csv,images/ep000002/state_000008_left.jpg,images/ep000002/state_000008_wrist.jpg
ep000002,9,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,205,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000009_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000009_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000009_minkowski.csv,images/ep000002/state_000009_left.jpg,images/ep000002/state_000009_wrist.jpg
ep000002,10,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,206,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000010_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000010_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000002/state_000010_minkowski.csv,images/ep000002/state_000010_left.jpg,images/ep000002/state_000010_wrist.jpg
