episode_id,task_name,instruction,t_in_episode,state_global_index,sample_index,action_in_chunk,a0,a1,a2,a3,a4,a5,a6,a7,cluster,left_img_path,wrist_img_path
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,0,0.028618974729239965,-0.25211285992661125,-0.06287792919343699,-0.20198755317753547,-0.5712594157305956,-0.12099259279084196,-0.08268671344429257,0.017937368225991727,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,1,0.035303775392413195,-0.25201709813743833,-0.06452322736656652,-0.2014153999682664,-0.5777299544596075,0.01499247528964287,-0.06312356665074825,0.013276497446715833,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,2,-0.0033227919950484797,-0.0014352604249120438,0.0003077635568381476,0.010240763789475027,-0.017573103606223994,-0.013133707203507372,0.01594839086407429,0.12062896371012927,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,3,0.001783745168447537,-0.005433256531476971,0.0019117091733218405,0.009871947080254628,-0.0037017796722054186,-0.014725357856571586,0.01131982675021892,0.05463034339115024,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,4,0.004125527844667465,0.0033265800851582927,-0.0007850644595025491,0.007642016623616299,-0.004688638445138893,-0.01924700933688872,0.004027350466728197,0.021357696032166484,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,5,0.0017232897794247082,-0.007618668992757871,0.00013261547014131736,0.016162246860265794,-0.008885352751731856,-0.010877250057995336,0.006927291942238845,0.03170520817226172,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,6,0.0023914837622046603,-0.004406547657251347,-0.0008319129043219964,0.0032696663231254197,-0.012389993297517221,-0.012028920821666733,0.004423704930126671,0.03282701252433658,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,7,0.0026044810524583073,-0.012110239078760188,-0.008158038555979574,-0.0020358569362163292,-0.009851386837780418,-0.006743077320694901,0.004291111209750231,0.025696020871013404,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,8,0.004853421524107504,-0.019102677740156726,-0.028029035866141194,-0.03647790022397035,-0.16795881133079527,0.0687951508279443,0.04817517422395945,0.02109447470766306,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,9,0.022950958140194433,0.045561138340830754,-0.03253014160123452,-0.03835029904454945,-0.32282953958261007,0.10142371617859602,0.016202788903236454,0.011520476896762848,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,10,0.056962296356022346,0.09903896498697995,-0.02869881388846024,-0.032090981919944306,-0.4975595376610159,0.09890046271717556,0.009371581829905495,0.01144550917518139,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,11,0.07712292710053925,0.14329356732791654,-0.021056167764514577,-0.032612660074710864,-0.5516613414674699,0.10282392877340318,-0.01852365805000067,0.005982936680138111,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,12,0.0907951292401552,0.2057824705270529,-0.03106308628678306,-0.03771946345484256,-0.6183993338902593,0.15976559558641912,0.058207980174303064,0.009134679811298847,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,13,0.13510725607508423,0.242113359009683,-0.0412002253438829,-0.011180664676546992,-0.6650306669191122,0.21793608566498757,0.13225769417011746,0.006191958368092776,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,0,14,0.14544269858682157,0.2712040375056267,-0.05208629922044267,0.0017285356956124875,-0.6557646067969799,0.2718180199918747,0.16082241196030378,0.0035429697545170786,0,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,0,-0.012072090215325348,-0.009095641081273587,0.011519001923978478,0.0034001628054977084,-0.01198954228156801,-0.017001239646136757,0.002068316144824056,0.015808147869676353,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,1,-0.014005637081563438,-0.014266871442854434,0.006041522307872915,-0.008375092897117131,-0.008000419251829372,-0.019818593140006002,0.010240084073662725,0.01130165219593048,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,2,0.012215754368543663,0.0794509683523178,-0.01921875361692893,0.04720799608439208,-0.07898699487724903,0.04667836032408479,0.28820217631018163,0.011546131590038538,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,3,0.0355007951869965,0.19295535932886587,-0.00947673156881318,0.09413368989455695,-0.06290863977578276,0.11703902371048924,0.3892205791782142,0.010046717565625906,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,4,0.08157174201828243,0.303267503173828,0.010712386957764775,0.1137117529554964,-0.08177461060220004,0.21723125972515345,0.5080875056729317,0.011647886267781259,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,5,0.10521611455523971,0.36974184048271164,0.026919014167726185,0.15341951397180564,-0.07878750208973884,0.285562008802712,0.5523839735000133,0.009179463788062335,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,6,0.14624923825001723,0.41534263890051826,0.012560019188702254,0.1624982527383566,-0.1188211501068771,0.3226114359143376,0.6163981173186304,0.00942996205329895,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,7,0.17004879761147507,0.42976587366449837,-0.00838763862210501,0.1751529234149457,-0.17537772172623872,0.3235102742628455,0.6623006009477974,0.01297740126657486,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,8,0.19040347935914992,0.43758281054985526,-0.045878560133039814,0.19697025276577473,-0.22188233267897362,0.2963046950808168,0.6695938797487617,0.007356550338685513,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,9,0.18521009155195955,0.416678147905469,-0.05170252081570015,0.21101165375071773,-0.17732213045352696,0.23217653405314687,0.5765242341204881,0.010124158387720586,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
ep000002,Put one green sachet in the grey bowl.,Put one green sachet in the grey bowl.,26,222,1,10,0.14318004769659043,0.3838143705444931,-0.0375539970104693,0.23411271146941182,-0.08524631729131937,0.1571016889795065,0.4217306512063146,0.007295020789772273,3,images/ep000002/state_000026_left.jpg,images/ep000002/state_000026_wrist.jpg
