episode_id,task_name,instruction,t_in_episode,state_global_index,sample_index,action_in_chunk,a0,a1,a2,a3,a4,a5,a6,a7,cluster,left_img_path,wrist_img_path
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,0,-0.1036421406713724,0.4389587241863607,0.09971365377092378,0.27264918448317055,-0.299544994405806,0.14184749260151386,0.3260171563452483,0.02089182944753766,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,1,-0.09865613643974064,0.44911622356832026,0.10148226260006443,0.2846354710538984,-0.3342683087030649,0.14937192881631856,0.36152730619585527,0.020742728303343057,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,2,-0.10589105415400857,0.44767215641176683,0.09578900267547386,0.29668967324674134,-0.37025622139352554,0.13684272135967024,0.38416070650655043,0.01984558874487877,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,3,-0.09076732891955969,0.4379118598694801,0.08239370901978027,0.2990307103782296,-0.39629510136049984,0.1270388928774595,0.38680375322186955,0.016552133974671365,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,4,-0.0730873393229246,0.4319569109004736,0.05427509102147832,0.3132225106109382,-0.4062948074887395,0.10071615986710791,0.387022394649148,0.014544542489379645,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,5,-0.046322065283715685,0.4139587568331956,0.03333212872678054,0.3152415127910376,-0.40089265232539173,0.07806569872081282,0.36717676170486224,0.015239424140810967,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,6,-0.022776202644050114,0.40307491154569386,0.005280528549313657,0.30381968506151436,-0.37274720102307196,0.047329670979499805,0.3395643646501303,0.013922423626542092,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,7,0.006566899978697305,0.3865038565646409,-0.015848867078184947,0.30966053115499015,-0.3413788594756722,0.026351601476609754,0.3061032202470899,0.012190210393577814,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,8,0.026765909099638496,0.37768308488881586,-0.0382360207253693,0.3137229523098469,-0.2967868031921386,-0.000222520752459765,0.27317610663849123,0.016049111289560797,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
ep000000,Put the marker in the pot,Put the marker in the pot,17,17,0,9,0.04525521822780376,0.3679746300199628,-0.05352750251722321,0.3078213720044495,-0.2725076478311717,-0.008105610786676376,0.24123555451089151,0.016676265742599963,1,images/ep000000/state_000017_left.jpg,images/ep000000/state_000017_wrist.jpg
