global_step_index,episode_index,episode_id,task_name,instruction,t_in_episode,picked_left_key,picked_wrist_key,left_img_path,wrist_img_path,samples_per_state,actions_shape,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7
20893,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',0,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000000_left.jpg,../droid_images/ep000069/state_000000_wrist.jpg,50,"(50, 15, 8)",-0.28146759268084226,0.5789293928441566,-0.15632627965098947,0.24563496369710827,-0.09348441811294052,0.3562701713741766,0.00551930029907526,0.015052075672812582,0.012914125777242583,0.036830463135800615,0.010957307957095864,0.02997677025702381,0.013815855982302734,0.01372299197213225,0.01043611265775405,0.004726644889624498
20894,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',1,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000001_left.jpg,../droid_images/ep000069/state_000001_wrist.jpg,50,"(50, 15, 8)",-0.2824267352044526,0.6079844536418,-0.15428636034383467,0.2698776078581312,-0.09510557278430484,0.35635487062330956,0.052542631252572546,0.023835156552066205,0.022500303046971926,0.06058033378774336,0.016177213050324213,0.03447759755129356,0.019058483135733963,0.022951311318074017,0.012773930631503914,0.01421758263018872
20895,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',2,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000002_left.jpg,../droid_images/ep000069/state_000002_wrist.jpg,50,"(50, 15, 8)",-0.29341079674779924,0.5784341416194028,-0.16275159760740768,0.22730921375415683,-0.09704050314250266,0.37154289080149844,0.0032763819004360544,0.030009520428944707,0.0198826376972779,0.05118867313845475,0.016253611712220038,0.028273817724244456,0.0228876572868517,0.022219426004670712,0.021124618097233077,0.02636371466794802
20896,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',3,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000003_left.jpg,../droid_images/ep000069/state_000003_wrist.jpg,50,"(50, 15, 8)",-0.31475153154799146,0.5607034392141012,-0.20602276262513078,0.21365801209308816,-0.09563111790004748,0.35913930363609303,0.03956408552174641,0.01793035506913555,0.026773054084136105,0.07710102823804414,0.031109710727991884,0.0468132072254975,0.024836246115659648,0.02252942725475414,0.016038804074124217,0.02342964397961041
20897,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',4,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000004_left.jpg,../droid_images/ep000069/state_000004_wrist.jpg,50,"(50, 15, 8)",-0.2998251757058071,0.47565305429850013,-0.20322625295750882,0.16175925232138688,-0.10327721961338429,0.33007439336474653,0.03696240424265743,0.018377502169984104,0.026006730912932676,0.07714679740167357,0.02780958140766574,0.042147713932438595,0.0186040712657278,0.017757626156603624,0.015822255230052023,0.010685541999092732
20898,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',5,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000005_left.jpg,../droid_images/ep000069/state_000005_wrist.jpg,50,"(50, 15, 8)",-0.3000364038842541,0.49523822448387833,-0.2014922978554142,0.13576711917524567,-0.13183897255209248,0.3770347831775297,0.09409370035576296,0.023273478120431547,0.028522182466007365,0.08723926285960341,0.03645878071484208,0.030824563959392547,0.02278746350822201,0.027703071260561818,0.031004375225339664,0.010802324834578195
20899,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',6,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000006_left.jpg,../droid_images/ep000069/state_000006_wrist.jpg,50,"(50, 15, 8)",-0.27058069773763443,0.5045382853363317,-0.1917726484119601,0.1942998044171075,-0.08092598774621572,0.3184157821763371,0.08450085089152436,0.022958700496610647,0.027429766846182792,0.09691993142011539,0.03767179252873164,0.0525312465949232,0.021592755200906227,0.03388389095696162,0.02386079229363598,0.010002626891993544
20900,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',7,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000007_left.jpg,../droid_images/ep000069/state_000007_wrist.jpg,50,"(50, 15, 8)",-0.23094690481282984,0.4519885672639345,-0.16107018170222454,0.21827063391216822,-0.08070334438568104,0.2531161233101644,0.10081274532803179,0.028596733573381307,0.02368519784011298,0.051877766418878694,0.020535058291662116,0.033121407129957134,0.022033732388314,0.024710185069672024,0.032018569815096945,0.023795276786663513
20901,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',8,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000008_left.jpg,../droid_images/ep000069/state_000008_wrist.jpg,50,"(50, 15, 8)",-0.21881847680527763,0.4139530756857593,-0.14961709786095465,0.18195473534545353,-0.10028254587782022,0.23966474629719972,0.1072369761733568,0.03412649903737737,0.027688510318321955,0.06356491971318423,0.02384436622263938,0.03148062084834153,0.0273327936900424,0.03201058235079752,0.029857867440701527,0.022721611928391446
20902,69,ep000069,b'Move the orange objects from the pullout table to the desk',b'Move the orange objects from the pullout table to the desk',9,exterior_image_1_left,wrist_image_left,../droid_images/ep000069/state_000009_left.jpg,../droid_images/ep000069/state_000009_wrist.jpg,50,"(50, 15, 8)",-0.17512530800474793,0.43345463609520435,-0.12143401327223706,0.209322564665778,-0.08995676058064053,0.22024165871208146,0.16060472713385393,0.0326595695556947,0.02085482876378442,0.06391520860951853,0.02027139826879941,0.024871926595269902,0.02703735891561938,0.030249609440592625,0.04060303459709058,0.025872829817856543
