global_step_index,episode_index,episode_id,task_name,instruction,t_in_episode,picked_left_key,picked_wrist_key,left_img_path,wrist_img_path,samples_per_state,actions_shape,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7
328,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',162,exterior_image_1_left,wrist_image_left,images/ep000001/state_000162_left.jpg,images/ep000001/state_000162_wrist.jpg,50,"(50, 15, 8)",0.056258135159250294,0.1182831204570182,-0.029673300847866204,0.2863356171167325,-0.05707438541999472,-0.2247143265193627,-0.0012807806287494722,0.3920133473794739,0.0020971497836903786,0.02837698873762136,0.0018596819839829866,0.03683921742958401,0.001997715940317604,0.006975099236678881,0.0012687961180344184,0.07473923717119305
329,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',163,exterior_image_1_left,wrist_image_left,images/ep000001/state_000163_left.jpg,images/ep000001/state_000163_wrist.jpg,50,"(50, 15, 8)",0.05619902994058232,0.11773041147128827,-0.030186159275034652,0.2856163856857434,-0.05398003208393051,-0.22489386421376042,-0.004058425871985894,0.39935379638372726,0.001415654196852963,0.02672685532731564,0.0018089556652737429,0.03434060450284934,0.0016121996093135668,0.0037898963290149946,0.0030056153334307705,0.07246639818999037
330,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',164,exterior_image_1_left,wrist_image_left,images/ep000001/state_000164_left.jpg,images/ep000001/state_000164_wrist.jpg,50,"(50, 15, 8)",0.052972139057885684,0.10098691446006054,-0.025548150609816498,0.26482148799858074,-0.04739186621655731,-0.2203090308412204,-0.011109497230887994,0.36068715117720157,0.0019675019444842594,0.02740647580044532,0.0024919923156693823,0.03632895845920504,0.001607931698881963,0.004758274565527908,0.0026487168640779235,0.08594659826074517
331,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',165,exterior_image_1_left,wrist_image_left,images/ep000001/state_000165_left.jpg,images/ep000001/state_000165_wrist.jpg,50,"(50, 15, 8)",0.050175941003071815,0.05594424231098959,-0.02006241488907892,0.2113950807312019,-0.044520931896340495,-0.21668381295407946,-0.0012599684378152942,0.2678444665750241,0.003461910315198546,0.02674822901468615,0.002847105716494238,0.038417119592073744,0.003239818387329083,0.007234303792036645,0.00231107332800615,0.09662206562190266
332,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',166,exterior_image_1_left,wrist_image_left,images/ep000001/state_000166_left.jpg,images/ep000001/state_000166_wrist.jpg,50,"(50, 15, 8)",0.048043534195361656,0.00805933513527363,-0.015308984283918208,0.15233135694773853,-0.04035163244161833,-0.21056411202570383,-0.0012844072349359854,0.1498716226290378,0.002380036633885085,0.015118256398033004,0.001513159535202282,0.025101829524932867,0.0021459870554795886,0.006279981499467613,0.0014537880498082152,0.10761228142391216
333,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',167,exterior_image_1_left,wrist_image_left,images/ep000001/state_000167_left.jpg,images/ep000001/state_000167_wrist.jpg,50,"(50, 15, 8)",0.0444074981528733,-0.015482440314618016,-0.012743798328126854,0.12016951419316006,-0.03655127681719737,-0.20102215369685986,-0.00039924294505260964,0.10454629119515561,0.002483149035082436,0.017596435974006966,0.0016092122687334266,0.027683165880130187,0.003449170151603078,0.007152062208244874,0.0015554089021212918,0.10590985755786778
334,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',168,exterior_image_1_left,wrist_image_left,images/ep000001/state_000168_left.jpg,images/ep000001/state_000168_wrist.jpg,50,"(50, 15, 8)",0.043378651141485244,-0.028760633756788043,-0.009876192108058995,0.10504171282547785,-0.032476334378683455,-0.20114023925448624,-0.0017309875813773731,0.10019437113679185,0.001583919455598918,0.014305056386967024,0.0017084964542206837,0.024189647835506877,0.003392873623398421,0.005790246590295724,0.0009973276805542524,0.0936907114377758
335,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',169,exterior_image_1_left,wrist_image_left,images/ep000001/state_000169_left.jpg,images/ep000001/state_000169_wrist.jpg,50,"(50, 15, 8)",0.04126160788337865,-0.054783532947971496,-0.004465541318265144,0.06805390661108908,-0.02639130559551805,-0.19245319523927742,-0.0021314720969241702,0.04616338156927302,0.002700096640046622,0.014253175720337404,0.0013336486144649503,0.02762304800349082,0.003130039045455393,0.0076488639546199964,0.001563955135375227,0.06879209273988882
336,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',170,exterior_image_1_left,wrist_image_left,images/ep000001/state_000170_left.jpg,images/ep000001/state_000170_wrist.jpg,50,"(50, 15, 8)",0.03892228379828302,-0.044286221177511846,-0.004039134670522871,0.08461705274083817,-0.022734380901848848,-0.19861122902546324,-0.007391039649998532,0.06614748770054842,0.001607167427704821,0.00948053273986821,0.0009683500131146707,0.01877111205339365,0.002989682851670974,0.005053122907281199,0.0012028799974303915,0.08598487815547243
337,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',171,exterior_image_1_left,wrist_image_left,images/ep000001/state_000171_left.jpg,images/ep000001/state_000171_wrist.jpg,50,"(50, 15, 8)",0.042942506748897345,-0.08906781390936057,-0.00048080984917138193,0.024441300857430452,-0.02515469023391558,-0.18104933438309548,0.00548010819905533,0.021282294792949675,0.0025264256040809503,0.0066308223531591805,0.0005832297650206235,0.017907784071443267,0.004011853284520176,0.005442891922884407,0.0022096623432405014,0.04666505527730867
