global_step_index,episode_index,episode_id,task_name,instruction,t_in_episode,picked_left_key,picked_wrist_key,left_img_path,wrist_img_path,samples_per_state,actions_shape,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7
208,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',42,exterior_image_1_left,wrist_image_left,images/ep000001/state_000042_left.jpg,images/ep000001/state_000042_wrist.jpg,50,"(50, 15, 8)",-0.01879574994723627,0.08891536024733919,0.024908292646902783,0.08954468287760196,0.05552314813538921,0.048717731548191694,-0.1588017412316537,0.011155577252736571,0.0009871165267439184,0.0009280524524362332,0.0004361035010528489,0.00118837045867401,0.0028272799670240397,0.000978789273469303,0.004051633173855279,0.009082837040067158
209,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',43,exterior_image_1_left,wrist_image_left,images/ep000001/state_000043_left.jpg,images/ep000001/state_000043_wrist.jpg,50,"(50, 15, 8)",-0.023356101423206176,0.08208775748328827,0.02982921092437659,0.08626908164551675,0.06030909351231816,0.04380076432609752,-0.1556492759222336,0.01480821493125379,0.0010291550355049181,0.0010550021875104516,0.0008092914528509076,0.0006340576293253384,0.003180984662825469,0.0016396700615996325,0.00362641449155372,0.02392155610172326
210,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',44,exterior_image_1_left,wrist_image_left,images/ep000001/state_000044_left.jpg,images/ep000001/state_000044_wrist.jpg,50,"(50, 15, 8)",-0.02957563795223996,0.07643795991615981,0.032697550320827266,0.08520486450207619,0.07183346968116094,0.04073739269661406,-0.16235001719485379,0.027508061577321056,0.0014121322051837788,0.0013065992436061625,0.00034115861836451843,0.0017413218519926018,0.00103376000154559,0.0010642194800228393,0.0036696838545832956,0.04751200634971716
211,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',45,exterior_image_1_left,wrist_image_left,images/ep000001/state_000045_left.jpg,images/ep000001/state_000045_wrist.jpg,50,"(50, 15, 8)",-0.03505598399268779,0.0733035302186429,0.03851463353084301,0.08516625245326943,0.07841891985510742,0.03578700057677368,-0.16081204780049502,0.02732174863325644,0.000592968432892794,0.001663762145821449,0.0006728815202315094,0.0014792745513388453,0.0010861473337972515,0.0009873667640395284,0.0020193987316886783,0.04520325851840826
212,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',46,exterior_image_1_left,wrist_image_left,images/ep000001/state_000046_left.jpg,images/ep000001/state_000046_wrist.jpg,50,"(50, 15, 8)",-0.03351169073595604,0.06821943524177355,0.03734450558055017,0.08084840290065236,0.09109448780008515,0.03829820597423008,-0.16069930455789055,0.04187652642156494,0.001123400185883841,0.0013033496946928502,0.0004310423860650144,0.0013870534028336942,0.0018497424226055297,0.0009937505922756778,0.0035807984575694065,0.020155500257448396
213,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',47,exterior_image_1_left,wrist_image_left,images/ep000001/state_000047_left.jpg,images/ep000001/state_000047_wrist.jpg,50,"(50, 15, 8)",-0.041209551565234516,0.06607590472787256,0.03939769576796984,0.08576427597461934,0.09447292426455677,0.03015930357122317,-0.15143519014806545,0.0896831863442781,0.0011131319597860163,0.0017275351113979695,0.0003929330174727338,0.0014737126331437595,0.0007536439919655968,0.0009692843990632346,0.0010900103463443262,0.05684936173069019
214,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',48,exterior_image_1_left,wrist_image_left,images/ep000001/state_000048_left.jpg,images/ep000001/state_000048_wrist.jpg,50,"(50, 15, 8)",-0.04343829216411433,0.062304006189760175,0.03966420330215746,0.08582580369817024,0.09981507831167215,0.025422152281400004,-0.15208357635354772,0.09734022717532326,0.001717827577153118,0.0010052437349309354,0.0011610039274050478,0.0013126920134607849,0.0007649718183062122,0.0006410241246979611,0.0008450615205591732,0.07922256090227302
215,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',49,exterior_image_1_left,wrist_image_left,images/ep000001/state_000049_left.jpg,images/ep000001/state_000049_wrist.jpg,50,"(50, 15, 8)",-0.04334639939703402,0.061325334391365005,0.038114297455703244,0.08880523044215634,0.10259509297449122,0.0198863836650019,-0.15197229345496238,0.10559916270737207,0.001418649958537825,0.0028163020735955903,0.0003166682353688749,0.0019010238158962182,0.001221935913563233,0.0005418597450437291,0.0016712101104541903,0.06265545824344682
216,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',50,exterior_image_1_left,wrist_image_left,images/ep000001/state_000050_left.jpg,images/ep000001/state_000050_wrist.jpg,50,"(50, 15, 8)",-0.047371430638226,0.05879824124142045,0.04137755245195459,0.08928363382946353,0.10173554862432493,0.016875896370053562,-0.14800533907284644,0.13393861162906587,0.0012493531923686127,0.0008114966227476682,0.0003868057989973722,0.0006776089074130156,0.0007573002724316073,0.0011436022047982236,0.0009388325905614877,0.09139351756732053
217,1,ep000001,b'Put the candy bar on the left side of the first shelf',b'Put the candy bar on the left side of the first shelf',51,exterior_image_1_left,wrist_image_left,images/ep000001/state_000051_left.jpg,images/ep000001/state_000051_wrist.jpg,50,"(50, 15, 8)",-0.05228177451867148,0.053451242670397955,0.04273512960284414,0.08675047304661947,0.1039191579322097,0.013127048554595023,-0.1497424595389973,0.16899957962120354,0.0012572652468340118,0.0012218502764883958,0.0006063503542736975,0.0010356676895462425,0.0009244893217745252,0.0015177713813106762,0.0010407770226453636,0.086513021983179
