global_step_index,episode_index,episode_id,task_name,instruction,t_in_episode,picked_left_key,picked_wrist_key,left_img_path,wrist_img_path,samples_per_state,actions_shape,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7
5351,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',0,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000000_left.jpg,../droid_images/ep000023/state_000000_wrist.jpg,50,"(50, 15, 8)",0.008970113570809754,0.16966476538016675,0.04040766571102435,0.13896917558553984,-0.06428220218618272,0.04812956461180356,-0.16289985740519014,0.06817582383104467,0.0032978368382985037,0.006650139280652524,0.0028165944460504626,0.0062457496509798986,0.00427800197827049,0.004072995039709476,0.019538150644425153,0.021378897847816738
5352,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',1,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000001_left.jpg,../droid_images/ep000023/state_000001_wrist.jpg,50,"(50, 15, 8)",0.0021120969186860647,0.16606771715076335,0.04160705743387876,0.13968619808314794,-0.05951557240049569,0.03553161253374198,-0.15562372346864234,0.08270617477578772,0.004229174298677392,0.008196833570584355,0.005064761727585199,0.007631919540141861,0.004390962768051938,0.005514139147322435,0.01848706327211653,0.008973498116239556
5353,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',2,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000002_left.jpg,../droid_images/ep000023/state_000002_wrist.jpg,50,"(50, 15, 8)",0.012946513273569854,0.18159171563513343,0.038092600116059055,0.14820964148790114,-0.06124735711542785,0.05026880560203102,-0.17782697132225717,0.06432714242203869,0.006227828171118507,0.010636137745709038,0.005247976131315266,0.00844824992805963,0.008292834298811863,0.007194761251591758,0.029528724337431155,0.030681085179353893
5354,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',3,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000003_left.jpg,../droid_images/ep000023/state_000003_wrist.jpg,50,"(50, 15, 8)",0.003339099206410559,0.15701188270309516,0.03823502493755649,0.13313023619066755,-0.05456611410167668,0.03230486654198899,-0.1562789921828705,0.06733302081361699,0.0025423687924650234,0.004701574675817371,0.0013269472816102243,0.006523234861615077,0.0012327549085566036,0.0034955455223716356,0.014004687277990152,0.015259516159267435
5355,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',4,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000004_left.jpg,../droid_images/ep000023/state_000004_wrist.jpg,50,"(50, 15, 8)",-0.0007930194002442016,0.1510829814407236,0.04179666703432304,0.1244942648757899,-0.05731893614545636,0.040307502544620906,-0.1453884578750226,0.06229991034717715,0.0022974099766610782,0.002779152935683699,0.0009613620430273706,0.002041289962951248,0.0013998927568806367,0.003998541559972384,0.008784515222484511,0.027039294546605877
5356,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',5,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000005_left.jpg,../droid_images/ep000023/state_000005_wrist.jpg,50,"(50, 15, 8)",-0.0014162021867756519,0.1445920901893813,0.039450429899944135,0.11450710425678884,-0.05613245480350731,0.04509247928437153,-0.14488371379659162,0.08461113354326534,0.0047848338288061275,0.012757814668232673,0.0031581749624449,0.010623277191085651,0.0015497785210301517,0.008156142740314853,0.020908449537546506,0.007500682541726672
5357,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',6,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000006_left.jpg,../droid_images/ep000023/state_000006_wrist.jpg,50,"(50, 15, 8)",0.008191102233020338,0.1599637532131893,0.036899606033903784,0.1314935954065684,-0.05962867281753689,0.044114524178611066,-0.16868340561832298,0.09320693023526964,0.006002215067396789,0.010857480542885524,0.00422477194988419,0.0069298712943037365,0.003836289088888747,0.009063428831144816,0.021904273685844345,0.015877678842964094
5358,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',7,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000007_left.jpg,../droid_images/ep000023/state_000007_wrist.jpg,50,"(50, 15, 8)",0.010363528960893542,0.16424084757771523,0.03412227299636128,0.1318890415371243,-0.05515305491922619,0.05301288330571131,-0.16139724366120684,0.10962660204627085,0.004756575743182943,0.00842500557515515,0.0019273381811142785,0.004201006554000322,0.0019251893514715536,0.0033938519526601537,0.024077674618452626,0.014531811562451086
5359,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',8,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000008_left.jpg,../droid_images/ep000023/state_000008_wrist.jpg,50,"(50, 15, 8)",0.01391673241196576,0.187752229370053,0.03727936507685656,0.15445911556651204,-0.06508872564948459,0.05126418609570876,-0.17427007394356,0.07253350321410083,0.005730593999041274,0.008826873418837195,0.0023119738794811977,0.007309745920945594,0.0022120945541235044,0.007623897614856266,0.02709080657629323,0.014386989116315634
5360,23,ep000023,b'Turn off the left light switch',b'Turn off the left light switch',9,exterior_image_1_left,wrist_image_left,../droid_images/ep000023/state_000009_left.jpg,../droid_images/ep000023/state_000009_wrist.jpg,50,"(50, 15, 8)",0.008827963231244955,0.15925027466723293,0.03226304661127514,0.1333682375629031,-0.05562679484704767,0.042067492779812844,-0.17129853810084866,0.1097419768135854,0.004346941150537984,0.009389487977298919,0.0020201022960984884,0.010445336273191396,0.002023983070722787,0.005960184745043495,0.020778238662463713,0.009950105639253916
