episode_id,task_name,instruction,t_in_episode,state_global_index,sample_index,action_in_chunk,a0,a1,a2,a3,a4,a5,a6,a7,cluster,left_img_path,wrist_img_path
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,0,-0.0560305530244708,0.04189884753727913,0.03293925275957599,0.0992679878165722,0.11927624912929535,-0.038711672837257294,-0.13021001486450434,0.35202780144345763,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,1,-0.05790893434822558,0.05142909079456326,0.029823724462807344,0.09791685678446294,0.12075210240167378,-0.037896695903837596,-0.13425907219374178,0.33140548035907746,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,2,-0.05335135370826716,0.043625653368473016,0.03417534737539307,0.10375062405931945,0.11903198326498277,-0.03971169095820182,-0.13911171701997516,0.3509275100862086,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,3,-0.05803929128080604,0.03535667209017268,0.0344094828832151,0.10040295840185876,0.12696688312435156,-0.042576006844520564,-0.1427544330016971,0.38615757180681826,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,4,-0.06236741133260726,0.035113494330882955,0.033306890327692185,0.096328226258099,0.12589433462131028,-0.042059303511649326,-0.14288100784102087,0.444070285710454,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,5,-0.062246554532587484,0.04006976455289124,0.03174403047716634,0.10350686647903917,0.12552797438907626,-0.045567714071154564,-0.14679056088274722,0.5195621854151488,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,6,-0.0699165081467032,0.03350968357300754,0.04551795347732318,0.1010069149991274,0.1350902078357935,-0.04364724866032599,-0.1588125401445627,0.6169701655329466,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,7,-0.06904174025875326,0.03696723257768153,0.04803357623296989,0.10102343224257238,0.14241463585555558,-0.04900548601543897,-0.15872667077487712,0.7007894416115285,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,8,-0.06674869973993297,0.03807700062489505,0.05154438161313546,0.0992949694005848,0.1404922858706713,-0.05539007007530328,-0.1628560244357884,0.7777476813458205,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
ep000001,Put the candy bar on the left side of the first shelf,Put the candy bar on the left side of the first shelf,63,21,0,9,-0.06806481895676253,0.03996148764002316,0.056364222183227675,0.10163026140391829,0.1432410674110055,-0.0595219024940431,-0.16767465143799787,0.8588844478701354,0,images/ep000001/state_000063_left.jpg,images/ep000001/state_000063_wrist.jpg
